YEAR,QUARTER,MONTH,DATE,STORE_ID,STORE_NAME,STORE_SIZE,REGION,PRODUCT_ID,BRAND,PRODUCT_CATEGORY,PRODUCT_DIVISION,PRODUCT_NAME,SELLING_PRICE_PER_UNIT,UNITS_SOLD,COST_PER_UNIT
2023,1,1,2023-01-04 0:00,23,NAAP,81228,East,110,Solvo,Garden Tools,Gardening,Item C_5,34.61,5,23.6
2023,1,1,2023-01-04 0:00,81,OBQH,91812,East,141,Vetra,Pantry,Food,Item N_6,19.26,1,9.31
2023,1,1,2023-01-05 0:00,23,NAAP,81228,East,15,Trion,Shoes,Apparel,Item H,143.75,3,75.91
2023,1,1,2023-01-05 0:00,40,ILBC,24444,East,24,Solvo,Safety Gear,Tools,Item J_6,41.09,4,18.5
2023,1,1,2023-01-05 0:00,1,MTMA,49251,North,89,Novex,Decor,Gardening,Item D_4,32.89,4,18.46
2023,1,1,2023-01-05 0:00,71,LSYH,89550,West,92,Lumix,Decor,Gardening,Item C_4,126.6,4,65.69
2023,1,1,2023-01-05 0:00,11,XGOY,27482,North,110,Solvo,Garden Tools,Gardening,Item C_5,34.61,1,23.6
2023,1,1,2023-01-05 0:00,81,OBQH,91812,East,116,Trion,Garden Tools,Gardening,Item M_2,84.87,1,58.79
2023,1,1,2023-01-05 0:00,45,IEQX,84350,West,133,Vetra,Pantry,Food,Item A_7,19.93,2,11.44
2023,1,1,2023-01-05 0:00,54,XPLF,72961,South,145,Trion,Beverages,Food,Item J_12,6.08,5,3.59
2023,1,1,2023-01-05 0:00,46,CRYM,89860,East,149,Kryta,Beverages,Food,Item J_13,13.99,5,5.3
2023,1,1,2023-01-05 0:00,84,ABCX,16434,North,157,Quanta,Snacks,Food,Item N_7,11.61,1,4.08
2023,1,1,2023-01-06 0:00,54,XPLF,72961,South,24,Solvo,Safety Gear,Tools,Item J_6,41.09,4,18.5
2023,1,1,2023-01-06 0:00,40,ILBC,24444,East,33,Novex,Safety Gear,Tools,Item T_2,82.69,1,49.56
2023,1,1,2023-01-06 0:00,1,MTMA,49251,North,37,Lumix,Power Tools,Tools,Item O_4,125.68,1,83.16
2023,1,1,2023-01-06 0:00,46,CRYM,89860,East,50,Zentra,Power Tools,Tools,Item Q_3,23.79,3,10.47
2023,1,1,2023-01-06 0:00,11,XGOY,27482,North,55,Lumix,Fitness,Sports,Item R_2,82.47,4,39.77
2023,1,1,2023-01-06 0:00,23,NAAP,81228,East,58,Fynix,Fitness,Sports,Item N,88.41,1,59.2
2023,1,1,2023-01-06 0:00,45,IEQX,84350,West,62,Vetra,Fitness,Sports,Item R_3,59.03,1,28.02
2023,1,1,2023-01-06 0:00,71,LSYH,89550,West,85,Quanta,Team Sports,Sports,Item G_8,171.12,4,78.55
2023,1,1,2023-01-06 0:00,81,OBQH,91812,East,96,Fynix,Decor,Gardening,Item T_6,26.23,1,8.48
2023,1,1,2023-01-06 0:00,84,ABCX,16434,North,120,Trion,Plants,Gardening,Item F_2,29.01,2,13.22
2023,1,1,2023-01-07 0:00,46,CRYM,89860,East,13,Zentra,Shoes,Apparel,Item E,123.07,2,52.31
2023,1,1,2023-01-07 0:00,54,XPLF,72961,South,30,Novex,Safety Gear,Tools,Item G_3,55.86,4,19.61
2023,1,1,2023-01-07 0:00,45,IEQX,84350,West,43,Solvo,Power Tools,Tools,Item Q_2,154,4,68.98
2023,1,1,2023-01-07 0:00,84,ABCX,16434,North,57,Quanta,Fitness,Sports,Item I_5,172.27,3,113.48
2023,1,1,2023-01-07 0:00,40,ILBC,24444,East,77,Quanta,Team Sports,Sports,Item P_9,94.74,2,39.57
2023,1,1,2023-01-07 0:00,81,OBQH,91812,East,79,Quanta,Team Sports,Sports,Item D_3,145.49,5,67.31
2023,1,1,2023-01-07 0:00,1,MTMA,49251,North,111,Kryta,Garden Tools,Gardening,Item D_8,24.9,5,14.36
2023,1,1,2023-01-07 0:00,11,XGOY,27482,North,122,Novex,Plants,Gardening,Item M_3,107.72,1,61.25
2023,1,1,2023-01-07 0:00,23,NAAP,81228,East,137,Fynix,Pantry,Food,Item R_6,14.43,4,8.92
2023,1,1,2023-01-07 0:00,71,LSYH,89550,West,161,Dexon,Snacks,Food,Item F_3,5.86,1,3.32
2023,1,1,2023-01-08 0:00,54,XPLF,72961,South,2,Novex,Shirts,Apparel,Item P_2,217.85,2,114.86
2023,1,1,2023-01-08 0:00,11,XGOY,27482,North,15,Trion,Shoes,Apparel,Item H,143.75,2,75.91
2023,1,1,2023-01-08 0:00,40,ILBC,24444,East,17,Kryta,Shoes,Apparel,Item J_3,231.81,1,129.71
2023,1,1,2023-01-08 0:00,45,IEQX,84350,West,54,Kryta,Fitness,Sports,Item P_8,120.83,1,52.42
2023,1,1,2023-01-08 0:00,23,NAAP,81228,East,63,Quanta,Fitness,Sports,Item G_5,85.69,4,46.09
2023,1,1,2023-01-08 0:00,81,OBQH,91812,East,73,Fynix,Team Sports,Sports,Item K_6,192.67,2,107.25
2023,1,1,2023-01-08 0:00,71,LSYH,89550,West,106,Lumix,Garden Tools,Gardening,Item I_7,154.11,3,78.59
2023,1,1,2023-01-08 0:00,1,MTMA,49251,North,117,Fynix,Plants,Gardening,Item O_9,64.75,3,26.41
2023,1,1,2023-01-08 0:00,46,CRYM,89860,East,147,Lumix,Beverages,Food,Item K_8,12.88,2,4.23
2023,1,1,2023-01-08 0:00,84,ABCX,16434,North,154,Kryta,Beverages,Food,Item A_9,28.99,3,16.47
2023,1,1,2023-01-09 0:00,84,ABCX,16434,North,3,Novex,Shirts,Apparel,Item Q,224.01,2,135.27
2023,1,1,2023-01-09 0:00,1,MTMA,49251,North,31,Fynix,Safety Gear,Tools,Item C,96.78,1,48.42
2023,1,1,2023-01-09 0:00,54,XPLF,72961,South,32,Solvo,Safety Gear,Tools,Item E_2,27.55,3,17.7
2023,1,1,2023-01-09 0:00,71,LSYH,89550,West,62,Vetra,Fitness,Sports,Item R_3,59.03,4,28.02
2023,1,1,2023-01-09 0:00,40,ILBC,24444,East,71,Vetra,Team Sports,Sports,Item E_4,145.38,2,47.74
2023,1,1,2023-01-09 0:00,23,NAAP,81228,East,77,Quanta,Team Sports,Sports,Item P_9,94.74,2,39.57
2023,1,1,2023-01-09 0:00,11,XGOY,27482,North,85,Quanta,Team Sports,Sports,Item G_8,171.12,3,78.55
2023,1,1,2023-01-09 0:00,81,OBQH,91812,East,88,Zentra,Decor,Gardening,Item I_6,56.41,1,26.63
2023,1,1,2023-01-09 0:00,45,IEQX,84350,West,115,Zentra,Garden Tools,Gardening,Item C_6,199.61,2,118.17
2023,1,1,2023-01-09 0:00,46,CRYM,89860,East,135,Kryta,Pantry,Food,Item J_11,21,4,12.94
2023,1,1,2023-01-10 0:00,23,NAAP,81228,East,43,Solvo,Power Tools,Tools,Item Q_2,154,1,68.98
2023,1,1,2023-01-10 0:00,45,IEQX,84350,West,48,Vetra,Power Tools,Tools,Item T_3,158.3,3,52.33
2023,1,1,2023-01-10 0:00,84,ABCX,16434,North,53,Vetra,Fitness,Sports,Item O_5,51.86,2,33.94
2023,1,1,2023-01-10 0:00,81,OBQH,91812,East,97,Solvo,Decor,Gardening,Item N_3,42.12,1,17.04
2023,1,1,2023-01-10 0:00,40,ILBC,24444,East,104,Trion,Decor,Gardening,Item D_7,115.38,4,71.78
2023,1,1,2023-01-10 0:00,11,XGOY,27482,North,124,Kryta,Plants,Gardening,Item S_6,28.76,5,20.08
2023,1,1,2023-01-10 0:00,54,XPLF,72961,South,125,Dexon,Plants,Gardening,Item E_8,120.87,2,52.82
2023,1,1,2023-01-10 0:00,1,MTMA,49251,North,137,Fynix,Pantry,Food,Item R_6,14.43,2,8.92
2023,1,1,2023-01-10 0:00,46,CRYM,89860,East,140,Quanta,Pantry,Food,Item D_9,26.57,5,8.27
2023,1,1,2023-01-10 0:00,71,LSYH,89550,West,147,Lumix,Beverages,Food,Item K_8,12.88,4,4.23
2023,1,1,2023-01-11 0:00,40,ILBC,24444,East,2,Novex,Shirts,Apparel,Item P_2,217.85,1,114.86
2023,1,1,2023-01-11 0:00,23,NAAP,81228,East,39,Lumix,Power Tools,Tools,Item I_3,87.38,1,53.68
2023,1,1,2023-01-11 0:00,84,ABCX,16434,North,39,Lumix,Power Tools,Tools,Item I_3,87.38,5,53.68
2023,1,1,2023-01-11 0:00,45,IEQX,84350,West,43,Solvo,Power Tools,Tools,Item Q_2,154,1,68.98
2023,1,1,2023-01-11 0:00,71,LSYH,89550,West,47,Zentra,Power Tools,Tools,Item L_2,158.21,1,62.84
2023,1,1,2023-01-11 0:00,46,CRYM,89860,East,48,Vetra,Power Tools,Tools,Item T_3,158.3,4,52.33
2023,1,1,2023-01-11 0:00,11,XGOY,27482,North,50,Zentra,Power Tools,Tools,Item Q_3,23.79,4,10.47
2023,1,1,2023-01-11 0:00,1,MTMA,49251,North,78,Lumix,Team Sports,Sports,Item H_6,46.18,1,31.11
2023,1,1,2023-01-11 0:00,81,OBQH,91812,East,89,Novex,Decor,Gardening,Item D_4,32.89,1,18.46
2023,1,1,2023-01-11 0:00,54,XPLF,72961,South,94,Novex,Decor,Gardening,Item S_4,95.88,4,52.58
2023,1,1,2023-01-12 0:00,54,XPLF,72961,South,4,Quanta,Shirts,Apparel,Item I,243.43,1,163.36
2023,1,1,2023-01-12 0:00,71,LSYH,89550,West,22,Lumix,Shoes,Apparel,Item S_2,68.5,1,29.93
2023,1,1,2023-01-12 0:00,23,NAAP,81228,East,30,Novex,Safety Gear,Tools,Item G_3,55.86,3,19.61
2023,1,1,2023-01-12 0:00,1,MTMA,49251,North,32,Solvo,Safety Gear,Tools,Item E_2,27.55,4,17.7
2023,1,1,2023-01-12 0:00,45,IEQX,84350,West,43,Solvo,Power Tools,Tools,Item Q_2,154,1,68.98
2023,1,1,2023-01-12 0:00,81,OBQH,91812,East,101,Kryta,Decor,Gardening,Item O_8,76.79,3,36.38
2023,1,1,2023-01-12 0:00,84,ABCX,16434,North,102,Vetra,Decor,Gardening,Item Q_4,59.44,1,31.8
2023,1,1,2023-01-12 0:00,11,XGOY,27482,North,116,Trion,Garden Tools,Gardening,Item M_2,84.87,5,58.79
2023,1,1,2023-01-12 0:00,40,ILBC,24444,East,136,Lumix,Pantry,Food,Item H_8,14.6,3,8.47
2023,1,1,2023-01-12 0:00,46,CRYM,89860,East,161,Dexon,Snacks,Food,Item F_3,5.86,1,3.32
2023,1,1,2023-01-13 0:00,46,CRYM,89860,East,16,Zentra,Shoes,Apparel,Item H_2,192.65,5,87.95
2023,1,1,2023-01-13 0:00,54,XPLF,72961,South,43,Solvo,Power Tools,Tools,Item Q_2,154,5,68.98
2023,1,1,2023-01-13 0:00,1,MTMA,49251,North,52,Dexon,Fitness,Sports,Item P_7,184.52,1,116.39
2023,1,1,2023-01-13 0:00,71,LSYH,89550,West,54,Kryta,Fitness,Sports,Item P_8,120.83,2,52.42
2023,1,1,2023-01-13 0:00,11,XGOY,27482,North,81,Fynix,Team Sports,Sports,Item G_7,154.47,4,59.06
2023,1,1,2023-01-13 0:00,45,IEQX,84350,West,86,Zentra,Decor,Gardening,Item K_7,173.47,3,68.27
2023,1,1,2023-01-13 0:00,81,OBQH,91812,East,93,Lumix,Decor,Gardening,Item D_5,142.61,5,47.17
2023,1,1,2023-01-13 0:00,40,ILBC,24444,East,96,Fynix,Decor,Gardening,Item T_6,26.23,2,8.48
2023,1,1,2023-01-13 0:00,84,ABCX,16434,North,137,Fynix,Pantry,Food,Item R_6,14.43,5,8.92
2023,1,1,2023-01-13 0:00,23,NAAP,81228,East,148,Quanta,Beverages,Food,Item K_9,13.49,3,5.17
2023,1,1,2023-01-14 0:00,46,CRYM,89860,East,12,Lumix,Shoes,Apparel,Item J_2,59.65,3,29.55
2023,1,1,2023-01-14 0:00,54,XPLF,72961,South,22,Lumix,Shoes,Apparel,Item S_2,68.5,4,29.93
2023,1,1,2023-01-14 0:00,81,OBQH,91812,East,28,Kryta,Safety Gear,Tools,Item K_2,146.95,1,80.02
2023,1,1,2023-01-14 0:00,45,IEQX,84350,West,35,Lumix,Safety Gear,Tools,Item I_2,91.37,2,35.04
2023,1,1,2023-01-14 0:00,40,ILBC,24444,East,45,Novex,Power Tools,Tools,Item L,85.96,3,45.13
2023,1,1,2023-01-14 0:00,1,MTMA,49251,North,68,Lumix,Team Sports,Sports,Item T_5,164.44,2,86.41
2023,1,1,2023-01-14 0:00,11,XGOY,27482,North,74,Vetra,Team Sports,Sports,Item H_5,183.53,4,122.98
2023,1,1,2023-01-14 0:00,71,LSYH,89550,West,140,Quanta,Pantry,Food,Item D_9,26.57,1,8.27
2023,1,1,2023-01-14 0:00,23,NAAP,81228,East,153,Lumix,Beverages,Food,Item D_10,24.71,1,10.37
2023,1,1,2023-01-14 0:00,84,ABCX,16434,North,160,Zentra,Snacks,Food,Item M_5,16.15,1,6.87
2023,1,1,2023-01-15 0:00,40,ILBC,24444,East,17,Kryta,Shoes,Apparel,Item J_3,231.81,4,129.71
2023,1,1,2023-01-15 0:00,46,CRYM,89860,East,31,Fynix,Safety Gear,Tools,Item C,96.78,1,48.42
2023,1,1,2023-01-15 0:00,23,NAAP,81228,East,55,Lumix,Fitness,Sports,Item R_2,82.47,1,39.77
2023,1,1,2023-01-15 0:00,71,LSYH,89550,West,66,Kryta,Fitness,Sports,Item B,144.39,4,95.81
2023,1,1,2023-01-15 0:00,1,MTMA,49251,North,74,Vetra,Team Sports,Sports,Item H_5,183.53,4,122.98
2023,1,1,2023-01-15 0:00,54,XPLF,72961,South,105,Dexon,Decor,Gardening,Item Q_5,109.87,4,54.25
2023,1,1,2023-01-15 0:00,11,XGOY,27482,North,110,Solvo,Garden Tools,Gardening,Item C_5,34.61,1,23.6
2023,1,1,2023-01-15 0:00,45,IEQX,84350,West,122,Novex,Plants,Gardening,Item M_3,107.72,4,61.25
2023,1,1,2023-01-15 0:00,81,OBQH,91812,East,126,Zentra,Plants,Gardening,Item C_7,12.9,2,4.77
2023,1,1,2023-01-15 0:00,84,ABCX,16434,North,160,Zentra,Snacks,Food,Item M_5,16.15,1,6.87
2023,1,1,2023-01-16 0:00,46,CRYM,89860,East,4,Quanta,Shirts,Apparel,Item I,243.43,2,163.36
2023,1,1,2023-01-16 0:00,23,NAAP,81228,East,5,Vetra,Shirts,Apparel,Item P_3,129,5,58.2
2023,1,1,2023-01-16 0:00,84,ABCX,16434,North,29,Zentra,Safety Gear,Tools,Item P_6,167.68,3,65.43
2023,1,1,2023-01-16 0:00,81,OBQH,91812,East,56,Vetra,Fitness,Sports,Item K_4,113.52,1,50.13
2023,1,1,2023-01-16 0:00,45,IEQX,84350,West,57,Quanta,Fitness,Sports,Item I_5,172.27,3,113.48
2023,1,1,2023-01-16 0:00,11,XGOY,27482,North,88,Zentra,Decor,Gardening,Item I_6,56.41,5,26.63
2023,1,1,2023-01-16 0:00,1,MTMA,49251,North,94,Novex,Decor,Gardening,Item S_4,95.88,5,52.58
2023,1,1,2023-01-16 0:00,71,LSYH,89550,West,98,Vetra,Decor,Gardening,Item J_8,127.51,5,38.96
2023,1,1,2023-01-16 0:00,54,XPLF,72961,South,131,Zentra,Pantry,Food,Item P_11,19.59,2,6.47
2023,1,1,2023-01-16 0:00,40,ILBC,24444,East,148,Quanta,Beverages,Food,Item K_9,13.49,3,5.17
2023,1,1,2023-01-17 0:00,45,IEQX,84350,West,2,Novex,Shirts,Apparel,Item P_2,217.85,3,114.86
2023,1,1,2023-01-17 0:00,46,CRYM,89860,East,14,Trion,Shoes,Apparel,Item S,258.5,2,132.48
2023,1,1,2023-01-17 0:00,81,OBQH,91812,East,28,Kryta,Safety Gear,Tools,Item K_2,146.95,4,80.02
2023,1,1,2023-01-17 0:00,71,LSYH,89550,West,60,Zentra,Fitness,Sports,Item A_2,59.2,2,18.34
2023,1,1,2023-01-17 0:00,84,ABCX,16434,North,73,Fynix,Team Sports,Sports,Item K_6,192.67,5,107.25
2023,1,1,2023-01-17 0:00,1,MTMA,49251,North,94,Novex,Decor,Gardening,Item S_4,95.88,1,52.58
2023,1,1,2023-01-17 0:00,11,XGOY,27482,North,119,Quanta,Plants,Gardening,Item L_4,137.24,2,61.92
2023,1,1,2023-01-17 0:00,23,NAAP,81228,East,128,Dexon,Pantry,Food,Item B_4,20.01,4,8.07
2023,1,1,2023-01-17 0:00,40,ILBC,24444,East,144,Quanta,Beverages,Food,Item A_8,11.32,1,6.16
2023,1,1,2023-01-17 0:00,54,XPLF,72961,South,146,Vetra,Beverages,Food,Item P_12,6.2,2,2.07
2023,1,1,2023-01-18 0:00,84,ABCX,16434,North,38,Zentra,Power Tools,Tools,Item E_3,152.08,1,64.21
2023,1,1,2023-01-18 0:00,71,LSYH,89550,West,70,Kryta,Team Sports,Sports,Item S_3,181.7,5,88.96
2023,1,1,2023-01-18 0:00,54,XPLF,72961,South,74,Vetra,Team Sports,Sports,Item H_5,183.53,1,122.98
2023,1,1,2023-01-18 0:00,40,ILBC,24444,East,88,Zentra,Decor,Gardening,Item I_6,56.41,3,26.63
2023,1,1,2023-01-18 0:00,1,MTMA,49251,North,121,Fynix,Plants,Gardening,Item I_8,90.37,5,51.29
2023,1,1,2023-01-18 0:00,23,NAAP,81228,East,121,Fynix,Plants,Gardening,Item I_8,90.37,3,51.29
2023,1,1,2023-01-18 0:00,45,IEQX,84350,West,133,Vetra,Pantry,Food,Item A_7,19.93,4,11.44
2023,1,1,2023-01-18 0:00,81,OBQH,91812,East,133,Vetra,Pantry,Food,Item A_7,19.93,2,11.44
2023,1,1,2023-01-18 0:00,46,CRYM,89860,East,138,Zentra,Pantry,Food,Item C_8,23.45,1,12.61
2023,1,1,2023-01-18 0:00,11,XGOY,27482,North,140,Quanta,Pantry,Food,Item D_9,26.57,4,8.27
2023,1,1,2023-01-19 0:00,11,XGOY,27482,North,14,Trion,Shoes,Apparel,Item S,258.5,1,132.48
2023,1,1,2023-01-19 0:00,23,NAAP,81228,East,36,Solvo,Power Tools,Tools,Item R,29.32,4,19.42
2023,1,1,2023-01-19 0:00,84,ABCX,16434,North,42,Solvo,Power Tools,Tools,Item I_4,104.87,1,65.76
2023,1,1,2023-01-19 0:00,54,XPLF,72961,South,67,Novex,Team Sports,Sports,Item H_4,159.89,2,105.35
2023,1,1,2023-01-19 0:00,40,ILBC,24444,East,86,Zentra,Decor,Gardening,Item K_7,173.47,1,68.27
2023,1,1,2023-01-19 0:00,81,OBQH,91812,East,90,Lumix,Decor,Gardening,Item R_5,163.36,3,82.06
2023,1,1,2023-01-19 0:00,45,IEQX,84350,West,101,Kryta,Decor,Gardening,Item O_8,76.79,4,36.38
2023,1,1,2023-01-19 0:00,46,CRYM,89860,East,105,Dexon,Decor,Gardening,Item Q_5,109.87,3,54.25
2023,1,1,2023-01-19 0:00,71,LSYH,89550,West,122,Novex,Plants,Gardening,Item M_3,107.72,1,61.25
2023,1,1,2023-01-19 0:00,1,MTMA,49251,North,163,Lumix,Snacks,Food,Item B_7,17.7,2,5.45
2023,1,1,2023-01-20 0:00,40,ILBC,24444,East,1,Zentra,Shirts,Apparel,Item P,188.36,3,105.13
2023,1,1,2023-01-20 0:00,81,OBQH,91812,East,11,Lumix,Shirts,Apparel,Item T,219.04,1,89.48
2023,1,1,2023-01-20 0:00,11,XGOY,27482,North,25,Trion,Safety Gear,Tools,Item P_5,80.33,3,34.19
2023,1,1,2023-01-20 0:00,46,CRYM,89860,East,34,Novex,Safety Gear,Tools,Item O_3,70.82,2,23.35
2023,1,1,2023-01-20 0:00,71,LSYH,89550,West,43,Solvo,Power Tools,Tools,Item Q_2,154,3,68.98
2023,1,1,2023-01-20 0:00,23,NAAP,81228,East,69,Novex,Team Sports,Sports,Item O_6,188.13,3,79.14
2023,1,1,2023-01-20 0:00,84,ABCX,16434,North,72,Solvo,Team Sports,Sports,Item E_5,132.74,1,86.02
2023,1,1,2023-01-20 0:00,1,MTMA,49251,North,139,Dexon,Pantry,Food,Item S_8,14.47,5,4.63
2023,1,1,2023-01-20 0:00,45,IEQX,84350,West,156,Trion,Snacks,Food,Item O_10,19.43,1,8.73
2023,1,1,2023-01-20 0:00,54,XPLF,72961,South,156,Trion,Snacks,Food,Item O_10,19.43,2,8.73
2023,1,1,2023-01-21 0:00,45,IEQX,84350,West,44,Solvo,Power Tools,Tools,Item C_2,29.73,1,13.61
2023,1,1,2023-01-21 0:00,71,LSYH,89550,West,50,Zentra,Power Tools,Tools,Item Q_3,23.79,4,10.47
2023,1,1,2023-01-21 0:00,11,XGOY,27482,North,85,Quanta,Team Sports,Sports,Item G_8,171.12,2,78.55
2023,1,1,2023-01-21 0:00,46,CRYM,89860,East,88,Zentra,Decor,Gardening,Item I_6,56.41,3,26.63
2023,1,1,2023-01-21 0:00,84,ABCX,16434,North,90,Lumix,Decor,Gardening,Item R_5,163.36,1,82.06
2023,1,1,2023-01-21 0:00,23,NAAP,81228,East,95,Fynix,Decor,Gardening,Item D_6,20.53,1,7.16
2023,1,1,2023-01-21 0:00,81,OBQH,91812,East,97,Solvo,Decor,Gardening,Item N_3,42.12,2,17.04
2023,1,1,2023-01-21 0:00,40,ILBC,24444,East,100,Novex,Decor,Gardening,Item J_9,17.05,5,9.38
2023,1,1,2023-01-21 0:00,54,XPLF,72961,South,116,Trion,Garden Tools,Gardening,Item M_2,84.87,2,58.79
2023,1,1,2023-01-21 0:00,1,MTMA,49251,North,136,Lumix,Pantry,Food,Item H_8,14.6,3,8.47
2023,1,1,2023-01-22 0:00,71,LSYH,89550,West,20,Dexon,Shoes,Apparel,Item P_4,196.68,1,107.89
2023,1,1,2023-01-22 0:00,81,OBQH,91812,East,29,Zentra,Safety Gear,Tools,Item P_6,167.68,4,65.43
2023,1,1,2023-01-22 0:00,23,NAAP,81228,East,51,Dexon,Fitness,Sports,Item T_4,129.3,5,87.95
2023,1,1,2023-01-22 0:00,1,MTMA,49251,North,58,Fynix,Fitness,Sports,Item N,88.41,4,59.2
2023,1,1,2023-01-22 0:00,40,ILBC,24444,East,103,Fynix,Decor,Gardening,Item J_10,106.13,5,44.22
2023,1,1,2023-01-22 0:00,84,ABCX,16434,North,111,Kryta,Garden Tools,Gardening,Item D_8,24.9,4,14.36
2023,1,1,2023-01-22 0:00,46,CRYM,89860,East,124,Kryta,Plants,Gardening,Item S_6,28.76,2,20.08
2023,1,1,2023-01-22 0:00,11,XGOY,27482,North,130,Quanta,Pantry,Food,Item S_7,14.26,2,9.84
2023,1,1,2023-01-22 0:00,54,XPLF,72961,South,132,Trion,Pantry,Food,Item G_9,14.58,2,10.08
2023,1,1,2023-01-22 0:00,45,IEQX,84350,West,142,Zentra,Pantry,Food,Item S_9,9.18,4,5.74
2023,1,1,2023-01-23 0:00,45,IEQX,84350,West,7,Fynix,Shirts,Apparel,Item F,63.85,1,44.3
